split,city,image_path,nearest_audit_cosine,above_audit_p90
external,taipei,data/generalization/images/taipei/taipei_21401.jpg,0.7902299,True
external,taipei,data/generalization/images/taipei/taipei_22176.jpg,0.6957915,True
external,taipei,data/generalization/images/taipei/taipei_27260.jpg,0.68002003,True
external,taipei,data/generalization/images/taipei/taipei_32376.jpg,0.7703935,True
external,taipei,data/generalization/images/taipei/taipei_32387.jpg,0.6806871,True
external,taipei,data/generalization/images/taipei/taipei_36982.jpg,0.734233,True
external,taipei,data/generalization/images/taipei/taipei_65.jpg,0.7875302,True
external,taipei,data/generalization/images/taipei/taipei_3696.jpg,0.7148976,True
external,taipei,data/generalization/images/taipei/taipei_4025.jpg,0.76322615,True
external,taipei,data/generalization/images/taipei/taipei_4147.jpg,0.78487635,True
external,detroit,data/generalization/images/detroit/detroit_24933.jpg,0.44495022,False
external,detroit,data/generalization/images/detroit/detroit_24948.jpg,0.44544476,False
external,detroit,data/generalization/images/detroit/detroit_24934.jpg,0.44495022,False
external,detroit,data/generalization/images/detroit/detroit_24939.jpg,0.5299053,False
external,detroit,data/generalization/images/detroit/detroit_24949.jpg,0.4745621,False
external,detroit,data/generalization/images/detroit/detroit_24931.jpg,0.3999952,False
external,detroit,data/generalization/images/detroit/detroit_24947.jpg,0.47037202,False
external,detroit,data/generalization/images/detroit/detroit_24940.jpg,0.5299053,False
external,detroit,data/generalization/images/detroit/detroit_24942.jpg,0.4466259,False
external,detroit,data/generalization/images/detroit/detroit_24943.jpg,0.4466259,False
external,detroit,data/generalization/images/detroit/detroit_24946.jpg,0.3786347,False
external,detroit,data/generalization/images/detroit/detroit_24930.jpg,0.3999952,False
external,detroit,data/generalization/images/detroit/detroit_24996.jpg,0.38827944,False
external,detroit,data/generalization/images/detroit/detroit_25003.jpg,0.50209916,False
external,detroit,data/generalization/images/detroit/detroit_25007.jpg,0.3766812,False
external,detroit,data/generalization/images/detroit/detroit_24991.jpg,0.41592568,False
external,detroit,data/generalization/images/detroit/detroit_24993.jpg,0.38331574,False
external,detroit,data/generalization/images/detroit/detroit_24994.jpg,0.38187754,False
external,detroit,data/generalization/images/detroit/detroit_24997.jpg,0.4114825,False
external,detroit,data/generalization/images/detroit/detroit_25002.jpg,0.50209916,False
external,detroit,data/generalization/images/detroit/detroit_25270.jpg,0.4803524,False
external,detroit,data/generalization/images/detroit/detroit_25279.jpg,0.34017348,False
external,detroit,data/generalization/images/detroit/detroit_25431.jpg,0.4311875,False
external,detroit,data/generalization/images/detroit/detroit_25436.jpg,0.37571436,False
external,detroit,data/generalization/images/detroit/detroit_25445.jpg,0.40529442,False
external,detroit,data/generalization/images/detroit/detroit_26076.jpg,0.4065354,False
external,detroit,data/generalization/images/detroit/detroit_26080.jpg,0.43026865,False
external,detroit,data/generalization/images/detroit/detroit_26159.jpg,0.46827358,False
external,detroit,data/generalization/images/detroit/detroit_26263.jpg,0.37188697,False
external,detroit,data/generalization/images/detroit/detroit_26347.jpg,0.38439363,False
external,detroit,data/generalization/images/detroit/detroit_26870.jpg,0.63839996,True
external,detroit,data/generalization/images/detroit/detroit_25006.jpg,0.3766812,False
external,detroit,data/generalization/images/detroit/detroit_25276.jpg,0.41678602,False
external,detroit,data/generalization/images/detroit/detroit_25419.jpg,0.3629948,False
external,detroit,data/generalization/images/detroit/detroit_25427.jpg,0.4029469,False
external,detroit,data/generalization/images/detroit/detroit_25433.jpg,0.412965,False
external,detroit,data/generalization/images/detroit/detroit_25440.jpg,0.3648278,False
external,detroit,data/generalization/images/detroit/detroit_25442.jpg,0.34737325,False
external,detroit,data/generalization/images/detroit/detroit_25461.jpg,0.36209905,False
external,detroit,data/generalization/images/detroit/detroit_25480.jpg,0.3981039,False
external,detroit,data/generalization/images/detroit/detroit_25481.jpg,0.38700008,False
external,detroit,data/generalization/images/detroit/detroit_25598.jpg,0.36321038,False
external,detroit,data/generalization/images/detroit/detroit_25631.jpg,0.46641135,False
external,detroit,data/generalization/images/detroit/detroit_25676.jpg,0.41731495,False
external,detroit,data/generalization/images/detroit/detroit_25679.jpg,0.37796617,False
external,detroit,data/generalization/images/detroit/detroit_25684.jpg,0.4069957,False
external,detroit,data/generalization/images/detroit/detroit_25779.jpg,0.47266656,False
external,detroit,data/generalization/images/detroit/detroit_25811.jpg,0.36002767,False
external,detroit,data/generalization/images/detroit/detroit_25879.jpg,0.36192346,False
external,detroit,data/generalization/images/detroit/detroit_25893.jpg,0.377029,False
external,detroit,data/generalization/images/detroit/detroit_25903.jpg,0.48139,False
external,detroit,data/generalization/images/detroit/detroit_25908.jpg,0.6049608,False
external,detroit,data/generalization/images/detroit/detroit_25909.jpg,0.41778785,False
external,detroit,data/generalization/images/detroit/detroit_25957.jpg,0.39558995,False
external,detroit,data/generalization/images/detroit/detroit_25962.jpg,0.40384036,False
external,detroit,data/generalization/images/detroit/detroit_25991.jpg,0.6264136,True
external,detroit,data/generalization/images/detroit/detroit_26035.jpg,0.37466472,False
external,detroit,data/generalization/images/detroit/detroit_26037.jpg,0.44739568,False
external,detroit,data/generalization/images/detroit/detroit_26041.jpg,0.41664422,False
external,detroit,data/generalization/images/detroit/detroit_26046.jpg,0.39666945,False
external,detroit,data/generalization/images/detroit/detroit_25609.jpg,0.37223566,False
external,detroit,data/generalization/images/detroit/detroit_25673.jpg,0.37725782,False
external,detroit,data/generalization/images/detroit/detroit_25672.jpg,0.34147966,False
external,detroit,data/generalization/images/detroit/detroit_24992.jpg,0.38342845,False
external,detroit,data/generalization/images/detroit/detroit_25004.jpg,0.50209916,False
external,detroit,data/generalization/images/detroit/detroit_24999.jpg,0.37531352,False
external,detroit,data/generalization/images/detroit/detroit_25005.jpg,0.6094656,False
external,detroit,data/generalization/images/detroit/detroit_25737.jpg,0.41225302,False
external,detroit,data/generalization/images/detroit/detroit_26007.jpg,0.4347694,False
external,detroit,data/generalization/images/detroit/detroit_26387.jpg,0.58263946,False
external,detroit,data/generalization/images/detroit/detroit_24998.jpg,0.4114825,False
external,detroit,data/generalization/images/detroit/detroit_25636.jpg,0.38008887,False
external,detroit,data/generalization/images/detroit/detroit_25736.jpg,0.3009789,False
external,detroit,data/generalization/images/detroit/detroit_25739.jpg,0.42518556,False
external,detroit,data/generalization/images/detroit/detroit_25808.jpg,0.6739553,True
external,detroit,data/generalization/images/detroit/detroit_25881.jpg,0.34570736,False
external,detroit,data/generalization/images/detroit/detroit_26634.jpg,0.5345253,False
external,detroit,data/generalization/images/detroit/detroit_27035.jpg,0.32423288,False
external,detroit,data/generalization/images/detroit/detroit_27150.jpg,0.6074115,False
external,detroit,data/generalization/images/detroit/detroit_25731.jpg,0.40328485,False
external,detroit,data/generalization/images/detroit/detroit_25995.jpg,0.41116107,False
external,detroit,data/generalization/images/detroit/detroit_25997.jpg,0.32316393,False
external,detroit,data/generalization/images/detroit/detroit_26000.jpg,0.39599204,False
external,detroit,data/generalization/images/detroit/detroit_26004.jpg,0.4652611,False
external,detroit,data/generalization/images/detroit/detroit_26008.jpg,0.46001434,False
external,detroit,data/generalization/images/detroit/detroit_26009.jpg,0.39521122,False
external,detroit,data/generalization/images/detroit/detroit_26252.jpg,0.38850963,False
external,detroit,data/generalization/images/detroit/detroit_26386.jpg,0.58263963,False
external,detroit,data/generalization/images/detroit/detroit_26498.jpg,0.36854565,False
external,detroit,data/generalization/images/detroit/detroit_26959.jpg,0.34904343,False
external,detroit,data/generalization/images/detroit/detroit_26980.jpg,0.5014698,False
